id,name
9720,miscanthus
9721,monascus
9722,monascus purpureus
9723,mononychellus
9724,mononychellus tanajoa
9725,mussatia
9726,erythrina
9727,myrothecium
9728,myrtillocactus
9729,nardus
9730,neocallimastix
9731,nigella
9732,nigella sativa
9733,nigrospora
9734,oedaleus
9735,oedaleus senegalensis
9736,oiketicus
9737,erythrocytes
9738,red blood cells
9739,oligonychus pratensis
9740,oligonychus ununguis
9741,coho salmon
9742,oncorhynchus kisutch
9743,silver salmon
9744,ophiostoma
9745,indian fig
9746,opuntia ficus indica
9747,opuntia ficus-indica
9748,opuntia polyacantha
9749,oreochromis
9750,orestias
9751,pachygone
9752,piscivores
9753,piscivory
9754,pachysandra
9755,fads
9756,fish aggregating devices
9757,alkaline earth metals
9758,erythroneura
9759,pagrus
9760,papaver bracteatum
9761,papuana
9762,empress tree
9763,foxglove tree
9764,paulownia tomentosa
9765,princess tree
9766,paxillus
9767,peribatodes
9768,pestalotiopsis
9769,pestalotia
9770,petrobia
9771,pezicula
9772,erythroxylaceae
9773,operculella
9774,phacidiopycnis
9775,phaseolus polyanthus
9776,phycis
9777,physalis angulata
9778,physalis ixocarpa
9779,tomatillo
9780,physalis minima
9781,cape gooseberry
9782,physalis edulis
9783,physalis peruviana
9784,ninebark
9785,physocarpus
9786,phytomonas
9787,trypanosomes (phytomonas)
9788,picea glehnii
9789,sakhalin spruce
9790,erythroxylon
9791,erythroxylum
9792,picea lutzii
9793,pinctada
9794,pinus bungeana
9795,pinus massoniana
9796,pinus mugo
9797,platygaster
9798,pleiochaeta
9799,pometia
9800,pongamia
9801,escherichia
9802,karanja
9803,pongamia glabra
9804,pongamia pinnata
9805,populus alba
9806,white poplar
9807,balsam poplar
9808,populus balsamifera
9809,populus tacamahaca
9810,populus canadensis
9811,populus euramericana
9812,populus canescens
9813,populus ciliata
9814,populus euphratica
9815,populus fremontii
9816,eschrichtius
9817,populus gelrica
9818,largetoothed aspen
9819,populus grandidentata
9820,populus simonii
9821,populus tomentosa
9822,black cottonwood
9823,populus trichocarpa
9824,pseudomonas aeruginosa
9825,pseudomonas fluorescens
9826,pseudomonas putida
9827,esocoidei
9828,pseudomonas syringae
9829,bitumen trefoil
9830,psoralea bituminosa
9831,psoralea corylifolia
9832,psorospermum
9833,psyllaephagus
9834,firethorn
9835,pyracantha
9836,pyrrhalta
9837,renibacterium
9838,renibacterium salmoninarum
9839,esox
9840,rhipidocotyle
9841,rhodnius
9842,rhodotorula
9843,rhyzobius
9844,lesser grain borer
9845,rhyzopertha dominica
9846,russula
9847,sagittaria
9848,sarotherodon
9849,schima
9850,espirito santo
9851,schima khasiana
9852,schizotetranychus
9853,sclerotium cepivorum
9854,sclerotium oryzae sativae
9855,scopulariopsis brevicaulis
9856,seiridium cardinale
9857,sal (tree)
9858,shorea robusta
9859,siganoidei
9860,siganus
9861,aromatic crops (essential oils)
9862,essential oil crops
9863,essential oil plants
9864,flavouring crops (essential oils)
9865,perfume crops
9866,milk thistle
9867,silybum marianum
9868,granary weevil
9869,sitophilus granarius
9870,rice weevil
9871,sitophilus oryzae
9872,sitophilus zeamais
9873,solanum berthaultii
9874,solanum chacoense
9875,solanum laciniatum
9876,sparisoma
9877,spartium
9878,spartium junceum
9879,aromatic oils
9880,essential oils
9881,volatile oils
9882,sparus
9883,micronutriella
9884,sphaerulina
9885,stethorus
9886,stethorus pauperculus
9887,stethorus punctillum
9888,stethorus punctum
9889,stipagrostis
9890,alkaline phosphatase
9891,alkaline phosphomonoesterase
9892,esterases
9893,streptococcus agalactiae
9894,streptococcus bovis
9895,streptococcus equi
9896,streptococcus mutans
9897,streptococcus pneumoniae
9898,streptococcus suis
9899,streptococcus thermophilus
9900,streptococcus uberis
9901,esters
9902,streptococcus zooepidemicus
9903,suillus
9904,synodontis
9905,terminalia ivorensis
9906,limba
9907,terminalia superba
9908,tetranychus arabicus
9909,tetranychus cinnabarinus
9910,tetranychus kanzawai
9911,helium
9912,estonian ssr
9913,tetranychus pacificus
9914,tetranychus urticae
9915,teucrium
9916,teucrium chamaedrys
9917,wall germander
9918,teucrium polium
9919,toxotrypana
9920,estuaries
9921,tristania
9922,american elm
9923,ulmus americana
9924,water elm
9925,white elm
9926,ulmus glabra
9927,wych elm
9928,european white elm
9929,fluttering elm
9930,spreading elm
9931,ulmus effusa
9932,ulmus laevis
9933,chinese elm
9934,ulmus parvifolia
9935,atinian elm
9936,english elm
9937,ulmus procera
9938,asiatic elm
9939,dwarf elm
9940,siberian elm
9941,ulmus pumila
9942,vicia hirsuta
9943,mistletoe
9944,viscum album
9945,estuarine fisheries
9946,vitis berlandieri
9947,vitis cinerea
9948,vitis riparia
9949,vitis rupestris
9950,vulpia
9951,weigela
9952,weigelia
9953,wisteria
9954,xanthium
9955,xanthomonas populi
9956,yersinia enterocolitica
9957,chewiness
9958,etherases
9959,yersinia pseudotuberculosis
9960,yersinia ruckeri
9961,yersinia pestis
9962,acrosome
9963,perforatorium
9964,african swine fever
9965,androstenedione
9966,antibacterial properties
9967,antimicrobial properties
9968,antiprotozoal properties
9969,antiviral properties
9970,antifungal properties
9971,banteng
9972,barrels
9973,abyssinia
9974,ethiopia
9975,betaine
9976,betanin
9977,glycinebetaine
9978,lycine
9979,oxyneurine
9980,asphalt
9981,bitumen
9982,blockboard
9983,canals
9984,ceramics
9985,soil crusts
9986,dairy cows
9987,damage
9988,desiccants
9989,drying agents
9990,ethiopian region
9991,dexamethasone
9992,discoloration
9993,discolouration
9994,dislocations
9995,luxations
9996,doughs
9997,elasticity
9998,"1,2-dibromoethane"
9999,dbe (dibromoethane)
10000,edb (ethylene dibromide)
10001,ethylene dibromide
10002,exudates
10003,ethnic groups
10004,ethnicity
10005,fatty degeneration
10006,yellow fat disease
10007,feasibility studies
10008,field shape
10009,glycosaminoglycans
10010,grain filling
10011,pod filling
10012,seed filling
10013,heterochromatin
10014,high yielding breeds
10015,import substitution
10016,infiltration
10017,ethylene
10018,infrastructure
10019,food ingredients
10020,ingredients
10021,intergeneric hybridization
10022,foreign relations
10023,international relations
10024,interspecific hybridization
10025,joints (timber)
10026,leaf protein concentrate
10027,leg weakness
10028,leghaemoglobin
10029,leghemoglobin
10030,microwave cooking
10031,edible fish
10032,food fish
10033,alkaline soils
10034,etiella
10035,milkability
10036,minced fish
10037,mlo
10038,mycoplasma-like organisms
10039,phytoplasmas
10040,ovens
10041,oxygen demand (of organisms)
10042,oxygen requirement
10043,polarography
10044,probability analysis
10045,producer gas
10046,economics of production
10047,production economics
10048,proteoglycans
10049,etrumeus
10050,psychological factors
10051,pulping
10052,impurity
10053,purity
10054,rearing techniques
10055,recipient animals
10056,revegetation
10057,cord
10058,ropes
10059,royal jelly
10060,salt licks
10061,common salt
10062,table salt
10063,euastacus
10064,seed dressing
10065,seed preservation (treatment)
10066,seed size
10067,sex differentiation
10068,shrubs
10069,socio-economic environment
10070,socioeconomic environment
10071,baking soda
10072,bicarbonate of soda
10073,sodium bicarbonate
10074,sodium sulfite
10075,sodium sulphite
10076,soil micromorphological features
10077,sporulation
10078,swelling
10079,sideritis libanotica subsp. microchlamys
10080,eucalypts
10081,eucalyptus
10082,gum (tree)
10083,triiodothyronine
10084,uncf
10085,unicef
10086,united nations children's fund
10087,vapor pressure
10088,vapour pressure
10089,varietal screening
10090,variety trials
10091,adh (antidiuretic hormone)
10092,antidiuretic hormones
10093,pitressin
10094,vasopressin
10095,water yield
10096,wfp
10097,world food programme
10098,woody plants
10099,repair shops
10100,workshops
10101,cistus
10102,brown mallet (tree)
10103,eucalyptus astringens
10104,ifad
10105,international fund for agricultural development
10106,small boats
10107,essential fatty acids
10108,arachidonic acid
10109,eicosatetraenoic acid
10110,lifting
10111,tethers
10112,tying devices (animals)
10113,agricultural warning services
10114,creaming
10115,skimming
10116,eucalyptus camaldulensis
10117,agricultural crisis
10118,outdoor cropping
10119,ovary culture (animals)
10120,lactation duration
10121,price elasticities
10122,soil sickness
10123,soil depletion
10124,soil exhaustion
10125,gynogenesis
10126,eucalyptus citriodora
10127,placental hormones
10128,adoptive immunotolerance
10129,artificial immunodepression
10130,artificial immunosuppression
10131,artificial immunotolerance
10132,hyposensitization
10133,immunosuppression
10134,nonspecific immunosuppression
10135,specific immunosuppression
10136,farm establishment
10137,quality labels
10138,dormancy breaking
10139,edge based spatial units
10140,fluid balance (metabolic)
10141,water metabolism
10142,enzymatic analysis
10143,enzymic techniques
10144,neurotransmitters
10145,lactation number
10146,eucalyptus deglupta
10147,reverse osmosis
10148,phosphoproteins
10149,piezometers
10150,blood sampling
10151,pyrolysis
10152,adrenergic receptors
10153,adrenoreceptors
10154,hormone receptors
10155,sexual reproduction
10156,somatostatin
10157,srih (somatostatin)
10158,fishery byproducts
10159,heat therapy
10160,thermotherapy
10161,eucalyptus diversicolor
10162,feed units
10163,otoliths
10164,statoliths
10165,ablation (surgery)
10166,aglinet
10167,broadleaved peppermint (tree)
10168,eucalyptus dives
10169,astaxanthin
10170,alkaloids
10171,eucalyptus fraxinoides
10172,bayoud
10173,eucalyptus fruticetorum
10174,eucalyptus polybractea
10175,bos banteng
10176,bos javanicus
10177,canoes
10178,catamarans
10179,canthaxanthin
10180,blue gum
10181,eucalyptus globulus
10182,tasmanian blue eucalyptus
10183,victoria blue gum
10184,eucalyptus grandis
10185,distance teaching
10186,eucalyptus macrorhyncha
10187,egg yield
10188,eucalyptus marginata
10189,catching fish
10190,fishing
10191,gallus
10192,gyttja
10193,eucalyptus obliqua
10194,eucalyptus pilularis
10195,eucalyptus radiata
10196,eucalyptus regnans
10197,mountain ash (australia)
10198,project design
10199,project evaluation
10200,project management
10201,psychology
10202,ecofriendly processes
10203,torilis japonica
10204,single cycle experiments
10205,mining vessels
10206,thymus bornmuelleri
10207,gadolinium
10208,public safety
10209,allium akaka
10210,land surveyors
10211,surveyors
10212,scandix
10213,deficit irrigation
10214,absorption
10215,alkalosis
10216,eucalyptus saligna
10217,sydney blue gum
10218,rill erosion
10219,ripeners
10220,rotational speed
10221,eucalyptus smithii
10222,creontiades
10223,skyr
10224,eucalyptus staigerana
10225,physiological stress resistance
10226,trellises
10227,eucalyptus wandoo
10228,statistical variation
10229,virus indexing
10230,vulcanization
10231,eucarida
10232,plant ties
10233,stakes (plant)
10234,eucaryotic cells
10235,eukaryotic cells
10236,pollen culture
10237,ai (artificial intelligence)
10238,artificial intelligence
10239,derzsy's disease
10240,mineral membranes
10241,eucosma
10242,ovotestis
10243,eugenia
10244,serology
10245,tetrao
10246,carre's disease
10247,distemper
10248,eugenia aquea
10249,syzygium aqueum
10250,watery rose apple
10251,plant growth stimulants
10252,ultrasound
10253,acacia salicina
10254,allamanda
10255,acanthoscelides obtectus
10256,aceria guerreronis
10257,eriophyes guerreronis
10258,aceria sheldoni
10259,eriophyes sheldoni
10260,aceria tulipae
10261,eriophyes tulipae
10262,achatina
10263,achatina fulica
10264,actinidia deliciosa
10265,kiwifruit (plant)
10266,actinobacillus pleuropneumoniae
10267,haemophilus pleuropneumoniae
10268,adhatoda
10269,aleurothrixus
10270,aleurothrixus floccosus
10271,allorhogas
10272,amaranthus spinosus
10273,anastatus
10274,anastrepha suspensa
10275,anguillicola
10276,anogeissus
10277,anogeissus leiocarpus
10278,apanteles
10279,cotesia
10280,assara
10281,athetis
10282,eugenia javanica
10283,java apple
10284,syzygium javanicum
10285,wax apple
10286,bacillus polymyxa
10287,birnaviridae
10288,blaberus
10289,boophilus annulatus
10290,boophilus decoloratus
10291,bracon
10292,habrobracon
10293,microbracon
10294,bradyrhizobium
10295,brochothrix
10296,eugenia macrophylla
10297,eugenia malaccensis
10298,malay apple
10299,mountain apple
10300,pomerac
10301,syzygium malaccensis
10302,busseola fusca
10303,cales
10304,cales noacki
10305,callistephus chinensis
10306,calosoma
10307,cecropia sciadophylla
10308,cedrela
10309,cedrela mexicana
10310,cedrela odorata
10311,cercosporidium
10312,eugenia uniflora
10313,pitanga
10314,surinam cherry
10315,chilo agamemnon
10316,chilo auricilius
10317,chilotraea auricilia
10318,chilo partellus
10319,chilo zonellus
10320,chilo sacchariphagus
10321,proceras sacchariphagus
10322,chilo suppressalis
10323,chondrus
10324,chromatomyia
10325,eulecanium
10326,chrysothamnus
10327,rabbitbrush
10328,coelaenomenodera
10329,coelaenomenodera elaeidis
10330,coelaenomenodera minuta
10331,conidiobolus
10332,cordia
10333,cordia alliodora
10334,cordia goeldiana
10335,crambe abyssinica
10336,crambe maritima
10337,seakale
10338,euphorbia
10339,cricetomys
10340,culicoides arakawae
10341,culicoides brevitarsis
10342,culicoides furens
10343,culicoides hollensis
10344,culicoides kingi
10345,culicoides melleus
10346,culicoides mississippiensis
10347,culicoides nubeculosus
10348,culicoides oxystoma
10349,euphorbia antisyphilitica
10350,euphorbia cerifera
10351,culicoides variipennis
10352,cigar plants
10353,cuphea
10354,cupheas
10355,cyrtomenus
10356,cyrtomenus bergi
10357,dermatophilus congolensis
10358,dermatophilus dermatonomus
10359,diaphorina
10360,diaphorina citri
10361,dirphya
10362,dorylaimidae
10363,euphorbia pulcherrima
10364,poinsettias
10365,elaeidobius kamerunicus
10366,eoreuma
10367,eretmocerus
10368,erynia
10369,zoophthora
10370,erysiphe betae
10371,erysiphe cichoracearum
10372,blumeria graminis
10373,erysiphe graminis
10374,erysiphe pisi
10375,erysiphe polygoni
10376,erythrina poeppigiana
10377,euonymus alatus
10378,allelopathy
10379,euphorbiaceae
10380,eucalyptus blakelyi
10381,euphorbia esula
10382,leafy spurge
10383,euphorbia lathyris
10384,evergestis
10385,geotrichum candidum
10386,oospora lactis
10387,haemonchus contortus
10388,dicyma
10389,hansfordia
10390,clysia
10391,eupoecilia
10392,hirsutella thompsonii
10393,homoeosoma
10394,homoeosoma electellum
10395,homoeosoma nebulellum
10396,hoplocampa
10397,hoplochelus
10398,hoplochelus marginalis
10399,dactylium
10400,hypomyces
10401,hypoxis
10402,star-grass
10403,euproctis
10404,justicia
10405,laetia
10406,limnanthes
10407,limnanthes alba
10408,meadowfoam
10409,lycium
10410,lycium chinense
10411,macrocystis
10412,margarodes
10413,mariscus
10414,metarhizium anisopliae
10415,eurasia
10416,microcystis
10417,microcystis aeruginosa
10418,monellia
10419,monelliopsis
10420,monographella
10421,calonectria nivalis
10422,fusarium nivale
10423,gerlachia nivalis
10424,microdochium nivale
10425,micronectriella nivalis
10426,monographella nivalis
10427,mycogone
10428,mycoplasma arginini
10429,europe
10430,mycoplasma bovigenitalium
10431,mycoplasma bovis
10432,mycoplasma capricolum
10433,mycoplasma dispar
10434,mycoplasma gallisepticum
10435,mycoplasma hyopneumoniae
10436,mycoplasma hyorhinis
10437,mycoplasma hyosynoviae
10438,mycoplasma meleagridis
10439,mycoplasma ovipneumoniae
10440,mycoplasma pulmonis
10441,mycoplasma synoviae
10442,cercospora arachidicola
10443,mycosphaerella arachidicola
10444,mycosphaerella arachidis
10445,cercospora personata
10446,cercosporidium personatum
10447,mycosphaerella berkeleyi
10448,phaeoisariopsis personata
10449,mycosphaerella brassicicola
10450,mycosphaerella citri
10451,mycosphaerella fijiensis
10452,european inland waters
10453,mycosphaerella fragariae
10454,mycosphaerella graminicola
10455,septoria tritici
10456,mycosphaerella musicola
10457,ascochyta pinodes
10458,didymella pinodes
10459,mycosphaerella pinodes
10460,mymaridae
10461,myndus
10462,reef formation
10463,myndus crudus
10464,myndus taffini
10465,eurygaster
10466,myrtus
10467,myrtle
10468,myrtus communis
10469,oesophagostomum columbianum
10470,oesophagostomum dentatum
10471,oesophagostomum radiatum
10472,ophiostoma polonicum
10473,pallasea
10474,eurytrema
10475,parasa
10476,pediobius
10477,pelargonium capitatum
10478,pelargonium crispum
10479,pelargonium graveolens
10480,pelargonium peltatum
10481,pelargonium roseum
10482,pelargonium tomentosum
10483,pelargonium zonale
10484,peregrinus
10485,euspongia
10486,peregrinus maidis
10487,phaeocryptopus
10488,phoxinus
10489,phyllocoptruta oleivora
10490,phytophthora cactorum
10491,phytophthora capsici
10492,phytophthora cinnamomi
10493,phytophthora citricola
10494,phytophthora citrophthora
10495,lens culinaris subsp. orientalis
10496,persicaria orientalis
10497,allergens
10498,eustachys
10499,phytophthora cryptogea
10500,phytophthora drechsleri
10501,phytophthora erythroseptica
10502,phytophthora fragariae
10503,phytophthora infestans
10504,phytophthora megasperma
10505,phytophthora nicotianae
10506,phytophthora palmivora
10507,phytophthora syringae
10508,pinellia
10509,euthynnus
10510,plesiomonas
10511,hemitarsonemus latus
10512,polyphagotarsonemus latus
10513,posidoniaceae
10514,posidonia
10515,prays citri
10516,prays oleae
10517,prays oleellus
10518,pseudocalymma
10519,adenocalymma alliaceum
10520,pseudocalymma alliaceum
10521,eutrichosiphum
10522,psyllidae
10523,puccinia allii
10524,puccinia arachidis
10525,puccinia carthami
10526,puccinia chondrillina
10527,puccinia coronata
10528,puccinia graminis
10529,puccinia helianthi
10530,puccinia hordei
10531,eutrigla
10532,puccinia horiana
10533,puccinia melanocephala
10534,puccinia pelargonii zonalis
10535,puccinia polysora
10536,puccinia dispersa
10537,puccinia recondita
10538,puccinia rubigo vera
10539,puccinia triticina
10540,puccinia sorghi
10541,puccinia glumarum
10542,puccinia striiformis
10543,eutrophication
10544,pyrrhocoris
10545,pythium aphanidermatum
10546,pythium butleri
10547,pythium debaryanum
10548,pythium graminicola
10549,pythium irregulare
10550,pythium myriotylum
10551,pythium oligandrum
10552,pythium splendens
10553,pythium ultimum
10554,euxoa
10555,rhabdocline
10556,rhizobium leguminosarum
10557,rhizobium lupini
10558,rhizobium meliloti
10559,rhizobium phaseoli
10560,rhizobium trifolii
10561,red palm weevil
10562,rhynchophorus ferrugineus
10563,rhynchophorus palmarum
10564,indian madder
10565,rubia cordifolia
10566,evaluation
10567,judging
10568,sarucallis
10569,scabiosa
10570,scabiosa caucasica
10571,scaphoideus
10572,scapteriscus
10573,sclerotinia borealis
10574,sclerotinia homoeocarpa
10575,sclerotinia minor
10576,sclerotinia libertiana
10577,sclerotinia sclerotiorum
10578,whetzelinia sclerotiorum
10579,evaporated milk
10580,sclerotinia trifoliorum
10581,setosphaeria
10582,drechslera turcica
10583,exserohilum turcicum
10584,helminthosporium turcicum
10585,setosphaeria turcica
10586,sidnia
10587,solenopsis
10588,european mountain ash
10589,sorbus aucuparia
10590,spondias
10591,evaporating
10592,spondias cytherea
10593,spondias dulcis
10594,strongyloides papillosus
10595,strongyloides ransomi
10596,suaeda
10597,telenomus
10598,tessaratoma
10599,tetrastichus julis
10600,tetrastichus radiatus
10601,trichostrongylus axei
10602,evaporation
10603,water loss
10604,trichostrongylus colubriformis
10605,trichostrongylus vitrinus
10606,cephalotrigona
10607,geotrigona
10608,meliponula
10609,plebeia
10610,scaura
10611,tetragona
10612,trigona
10613,trissolcus
10614,patch budding
10615,allergic reactions
10616,allergic responses
10617,allergies
10618,hypersensitivity
10619,evaporation suppressants
10620,trypanosoma brucei
10621,trypanosoma congolense
10622,trypanosoma cruzi
10623,trypanosoma equiperdum
10624,trypanosoma evansi
10625,trypanosoma lewisi
10626,wood bond strength
10627,trypanosoma rangeli
10628,trypanosoma theileri
10629,trypanosoma vivax
10630,typhula idahoensis
10631,evapotranspiration
10632,typhula incarnata
10633,ustilago scitaminea
10634,ustilago striiformis
10635,microbotryum violaceum
10636,ustilago violacea
10637,cytospora cincta
10638,leucocytospora cincta
10639,leucostoma cinctum
10640,valsa cincta
10641,evergreen mixed forests
10642,mediterranean mixed forests
10643,cytospora leucostoma
10644,leucostoma persoonii
10645,valsa leucostoma
10646,xanthomonas albilineans
10647,zea diploperennis
10648,zea perennis
10649,evergreen plants
10650,foliar fertilization
10651,evisceration
10652,gutting
10653,euchlaena
10654,zea
10655,acetic acid bacteria
10656,acetic fermentation
10657,agrobacterium rhizogenes
10658,agrobacterium tumefaciens
10659,adh (alcohol dehydrogenase)
10660,alcohol dehydrogenase
10661,aldehyde reductase
10662,aliphatic compounds
10663,allantoic acid
10664,allantoin
10665,anabaena cylindrica
10666,evolution
10667,animal biotechnology
10668,antimutagenic activity
10669,antimutagens
10670,artificial protein membranes
10671,artificial seeds
10672,synthetic seeds
10673,auxotrophy
10674,azospirillum brasilense
10675,azotobacter vinelandii
10676,bacillus licheniformis
10678,ewes
10679,biocatalysts
10680,biochemical engineering
10681,biochemical reactions
10682,bioconversion
10683,biodeterioration
10684,decay
10685,putrefaction (deterioration)
10686,biofuels
10687,biomass fuels
10688,biological response modifiers
10689,biopesticides
10690,biopolymers
10691,suberin
10692,biochemical reactors
10693,biofilm reactors
10694,biofilms (bioreactors)
10695,bioreactors
10696,chemostats
10697,photobioreactors
10698,excision
10699,biodetectors
10700,bioprobes
10701,biosensors
10702,botryococcus
10703,botryococcus braunii
10704,butanol
10705,butyl alcohol
10706,butyric fermentation
10707,callogenesis
10708,candida albicans
10709,candida arborea
10710,candida tropicalis
10711,candida utilis
10712,eez
10713,exclusive economic zones
10714,catalysts
10715,cellulolysis
10716,cellulose digestion
10717,ceratocystis variospora
10718,chemical reagents
10719,specific energy
10720,chromosome aberrations
10721,citronellol
10722,clostridium acetobutylicum
10723,clostridium butyricum
10724,clostridium pasteurianum
10725,clostridium thermocellum
10726,excreta
10727,cofactors
10728,colimycin
10729,composite populations
10730,continuous processes
10731,crossing over
10732,cytochrome c oxidase
10733,cytochrome oxidase
10734,cytochromes
10735,cytoplasmic male sterility
10736,cytoplasmic mutation
10737,alliaceae
10738,excretion
10739,diazotrophy
10740,allium hamrinense
10741,discontinuous processes
10742,dna cleavage
10743,molecular cloning
10744,dye markers
10745,ecotypes
10746,effectors
10747,egg segmentation
10748,electrodialysis
10749,telematics
10750,exobasidium
10751,embryo preservation
10752,enzyme engineering
10753,enzymatic hydrolysis
10754,enzyme activators
10755,enzyme membranes
10756,enzyme reactors
10757,erwinia chrysanthemi
10758,erythropoietin
10759,alcoholic fermentation
10760,ethylic fermentation
10761,euphorbia characias
10762,exocoetus
10763,explants
10764,fermented foods
10765,fermenters
10766,fire blight
10767,gene activators
10768,gene expression
10769,gene fusion
10770,gene transposition
10771,exogonium purga
10772,genetic distance
10773,cloning vectors
10774,gene vectors
10775,genetic vectors
10776,geraniol
10777,glucose oxidase
10778,glutamate decarboxylase
10779,glutamate ammonia ligase
10780,glutamine synthetase
10781,haplomethods
10782,haptens
10783,exoskeleton
10784,high fructose corn syrup
10785,isoglucose
10786,isomerose
10787,cytological analysis
10788,histocytological analysis
10789,homeotic genes
10790,homeoboxes
10791,homeotic mutation
10792,hybrid proteins
10793,hybridomas
10794,hydroxylation
10795,hyperprolific animals
10796,ice nucleating bacteria
10797,exotoxins
10798,immobilization
10799,immobilized biocatalysts
10800,immobilized enzymes
10801,immobilized microorganisms
10802,immune system
10803,immunodiagnosis
10804,serodiagnosis
10805,serological diagnosis
10806,immunoelectrophoresis
10807,immunostimulants
10808,stimulant immunomodulators
10809,in vitro fertilization
10810,in vitro selection
10811,expanded plastics
10812,induced innovation
10813,innovation
10814,isomerization
10815,itaconic acid
10816,klebsiella pneumoniae
10817,kojic acid
10818,lactic fermentation
10819,ligands
10820,major histocompatibility complex
10821,major histocompatibility system
10822,mhc complex
10823,mhc system
10824,sistem major de histocompatibilitate
10825,malolactic fermentation
10826,expenditure
10827,maltodextrins
10828,biomethanation
10829,methane fermentation
10830,methanogens
10831,methanotrophic bacteria
10832,methanothrix
10833,microcarriers
10834,crossflow filtration
10835,dead-end filtration
10836,microfiltration
10837,biochemical genetics
10838,molecular genetics
10839,molecular hybridization
10840,nucleic acid hybridization
10841,experimentation
10842,experiments
10843,trials
10844,mycophenolic acid
10845,nitrosoguanidine
10846,nucleases
10847,gene sequence
10848,nucleic sequence
10849,nucleotide sequence
10850,oligosaccharides
10851,frozen ova
10852,oocyte freezing
10853,oocyte preservation
10854,electron transfer
10855,oxidation reduction reactions
10856,oxidoreductions
10857,redox reactions
10858,drug industry
10859,pharmaceutical industry
10860,phosphorylcholine
10861,exploratory fishing
10862,plant biotechnology
10863,propionic fermentation
10864,protoplast culture
10865,pseudogenes
10866,recombinant dna
10867,recurrent selection
10868,contraception in animals
10869,reproduction control
10870,reproductive control
10871,restriction enzymes
10872,reverse transcriptase
10873,rhodospirillum
10874,military activities
10875,military operations
10876,alligatoridae
10877,alligators
10878,explosive fishing
10879,rhodospirillum rubrum
10880,root nodules
10881,schizosaccharomyces
10882,schizosaccharomyces pombe
10883,semipermeable membranes
10884,solvolysis
10885,somatic embryos
10886,somatic hybridization
10887,total somatic hybridization
10888,cybrids
10889,cytoplasmic hybrids
10890,somatic hybrids
10891,exports
10892,somatic mutation
10893,clonal variation
10894,somatic variation
10895,spiramycin
10896,sporotrichum
10897,streptomyces griseus
10898,terpenes
10899,terpenoids
10900,transgenic animals
10901,transgenic plants
10902,extension activities
10903,trichoderma album
10904,plasminogen activator
10905,urokinase
10906,variants
10907,vinasse
10908,vitrification
10909,in vitro plantlets
10910,vitroplants
10911,waste incineration
10912,saccharomycopsis
10913,yarrowia
10914,yarrowia lipolytica
10915,extensive farming
10916,extensive production
10917,carboxylic acids
10918,physiological adaptation
10919,extensive husbandry
10920,ranching
10921,extirpation
10922,radar altimeters
10923,immobilized bacteria
10924,extracts
10925,space biotechnology
10926,ectopic pregnancy
10927,extrauterine pregnancy
10928,catabolites
10929,extrusion
10930,clonare de gene
10931,gene cloning
10932,dna cloning
10933,free air anomalies
10934,allium
10935,corneal diseases
10936,eye diseases
10937,ophthalmic diseases
10938,retinal diseases
10939,cosmids
10940,eyes
10941,hybridoma culture
10942,faeces
10943,feces
10944,fagaceae
10945,aerobic fermentation
10946,fagales
10947,anaerobic fermentation
10948,biological nitrogen fixation
10949,bnf
10950,gammaglobulins
10951,fagopyrum
10952,fagopyrum emarginatum
10953,computer science
10954,fagopyrum esculentum
10955,fagopyrum sagittatum
10956,fagopyrum tataricum
10957,indian wheat
10958,siberian buckwheat
10959,tartary buckwheat
10960,propagation by microcuttings
10961,beech (fagus)
10962,fagus
10963,organogenesis
10964,allium ampeloprasum
10965,allium porrum
10966,falcon (venezuela)
10967,polypeptides
10968,pristinamycins
10969,new products
10970,novel products
10971,falconiformes
10972,dna sequence
10973,rna sequence
10974,rna probes
10975,falcons
10976,falkland islands (malvinas)
10977,falkland islands dependencies
10978,malvinas
10979,south georgia
10980,south sandwich islands
10981,genetic transduction
10982,transfection
10983,alcohol oxidoreductases
10984,fallow systems
10985,fallowing
10986,bacterial insecticides
10987,biological preservation
10988,botanical pesticides
10989,corticoids
10990,corticosteroids
10991,families
10992,families (social group)
10993,electronic data transmission
10994,gene inhibitors
10995,microbial insecticides
10996,mitochondrial genetics
10997,family allowances
10998,mitochondrial inheritance
10999,resource substitution
11000,recombinant vaccines
11001,synthetic vaccines
11002,family farms
11003,inorganic fertilizers
11004,mineral fertilizers
11005,inorganic amendments
11006,pesticide application
11007,family labour
11008,corrective dressings
11009,drip line placement
11010,broadcast fertilization
11011,birth control
11012,contraception in mankind
11013,family planning
11014,population control
11015,fertilizer pesticide combinations
11016,fertilizer technology
11017,fish manure
11018,antarctic barley
11019,hordeum pubiflorum
11020,allium bouddhae
11021,famine
11022,liquid feeds
11023,magnesium fertilizers
11024,fao
11025,food and agriculture organization
11026,food and agriculture organization of the united nations
11027,drilling
11028,seed drilling
11029,sulfur fertilizers
11030,sulphur fertilizers
11031,farinosae
11032,application date
11033,treatment date
11034,perception
11035,senses
11036,animal nutrition
11037,basal rations
11038,daily rations
11039,amalgamations
11040,farm amalgamations
11041,feed requirements
11042,gametogenesis
11043,gerontology
11044,sideritis syriaca
11045,human nutrition
11046,induced ovulation
11047,induced spawning
11048,oestrus induction
11049,stripping of fish eggs
11050,lymph circulation
11051,lymph flow
11052,nitrogen cycle
11053,diazotrophic bacteria
11054,diazotrophs
