id,name
0,"Horses, asses, mules and hinnies; live, pure-bred breeding animals"
845,"Juice; pineapple, of a Brix value not exceeding 20, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter"
846,"Juice; pineapple, of a Brix value exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
847,"Juice; tomato, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
848,"Juice; grape, of a Brix value not exceeding 30, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter"
849,"Juice; grape, of a Brix value exceeding 30, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
850,"Juice; apple, of a Brix value not exceeding 20, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter"
851,"Juice; apple, of a Brix value exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
852,"Juice; of any single fruit or vegetable n.e.s. in heading no. 2009, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
853,"Juice; Cranberry (Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea) juice, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
854,"Juice; of any single fruit or vegetable n.e.c. in heading no. 2009, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
855,"Juices; mixtures, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
857,"Preparations with a basis of extracts, essences or concentrates or with a basis of coffee"
859,"Chicory, roasted and other roasted coffee substitutes; extracts, essences and concentrates thereof"
860,"Yeasts,  active"
861,"Yeasts; inactive, other single-cell micro-organisms, dead"
862,"Baking powders,  prepared"
864,"Sauces,  tomato ketchup and other tomato sauces"
865,Mustard flour and meal and prepared mustard
866,"Sauces and preparations therefor,  mixed condiments and mixed seasonings"
867,Soups and broths and preparations therefor
868,Homogenised composite food preparations
869,"Ice cream and other edible ice,  whether or not containing cocoa"
870,"Protein,  concentrates and textured protein substances"
871,"Food preparations,  n.e.s. in item no. 2106.10"
872,"Waters; mineral and aerated, including natural or artificial, (not containing added sugar or other sweetening matter nor flavoured)"
873,"Waters; other than mineral and aerated, (not containing added sugar or other sweetening matter nor flavoured), ice and snow"
874,"Waters; including mineral and aerated, containing added sugar or other sweetening matter or flavoured"
875,"Non-alcoholic beverages; n.e.s. in item no. 2202.10, not including fruit or vegetable juices of heading no. 2009"
876,"Beer,  made from malt"
877,"Wine,  sparkling"
878,"Wine; still, in containers holding 2 litres or less"
879,"Wine; still, in containers holding more than 2 litres"
880,"Grape must; n.e.s. in heading no. 2009, n.e.s. in item no. 2204.2"
881,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers holding 2 litres or less"
882,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers holding more than 2 litres"
883,"Beverages, fermented; (eg cider, perry, mead)"
884,"Undenatured ethyl alcohol,  of an alcoholic strength by volume of 80% vol. or higher"
885,"Ethyl alcohol and other spirits; denatured, of any strength"
886,Spirits obtained by distilling grape wine or grape marc
887,Whiskies
888,Rum and tafia
889,Gin and geneva
890,Vodka
891,Liqueurs and cordials
892,"Spirits, liqueurs and other spirituous beverages; n.e.s. in heading no. 2208"
893,"Vinegar and substitutes for vinegar,  obtained from acetic acid"
894,"Flours, meals and pellets; of meat or meat offal, greaves"
895,"Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates"
897,"Bran, sharps and other residues; of rice, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof"
899,"Bran, sharps and other residues; of other cereals, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof"
900,"Bran, sharps and other residues; of leguminous plants, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof"
901,"Residues of starch manufacture and similar residues,  whether or not in the form of pellets"
903,"Brewing or distilling dregs and waste,  whether or not in the form of pellets"
904,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of soya-bean oil"
905,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of ground-nut oil"
906,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of cotton seed oils"
907,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of linseed oils"
908,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of sunflower seed oils"
909,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of rape or colza seed oils"
910,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of low erucic acid rape or colza seed oils"
911,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of rape seed oils (other than low erucic acid rape or colza)"
912,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of coconut or copra seed oils"
913,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of palm nuts or kernels oils"
914,"Oil cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of maize (corn) germ oils"
915,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of oils, n.e.s. in heading no. 2306"
916,"Wine lees,  argol"
917,"Vegetable materials and vegetable waste, vegetable residues and by-products; whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included"
918,"Dog or cat food; put up for retail sale, used in animal feeding"
919,"Dog or cat food; (not put up for retail sale), used in animal feeding"
920,"Tobacco, (not stemmed or stripped)"
921,"Tobacco,  partly or wholly stemmed or stripped"
922,Tobacco refuse
923,"Cigars, cheroots and cigarillos; containing tobacco including the weight of every band, wrapper or attachment thereto"
925,"Cigars, cigarillos and cheroots; containing tobacco substitutes including the weight of every band, wrapper or attachment thereto"
926,"Tobacco, smoking; whether or not containing tobacco substitutes in any proportion"
927,"Tobacco; smoking, water pipe tobacco as specified in Subheading Note 1 to this Chapter, whether or not containing tobacco substitutes in any proportion"
928,"Tobacco; smoking, other than water pipe tobacco, whether or not containing tobacco substitutes in any proportion"
929,"Tobacco; ""homogenised"" or ""reconstituted"""
930,"Tobacco; other than ""homogenised"" or ""reconstituted"" or ""smoking"""
931,"Sulphur of all kinds; other than sublimed, precipitated and colloidal sulphur"
932,Aviation spirit **LEGACY NON-WCO CODE**
933,Light petroleum distillates nes **LEGACY NON-WCO CODE**
934,Phosphorus
935,"Sulphuric acid,  oleum"
936,Phosphoric acid and polyphosphoric acids
937,"Ammonia,  anhydrous"
938,"Halogenated derivatives of aromatic hydrocarbons; hexachlorobenzene and DDT (1,1,1-tri-chloro-2,2-bis (p-chlorophenyl) ethane)"
939,"Alcohols; polyhydric, glycerol"
940,"Alcohols; cyclanic, cyclenic or cycloterpenic and derivatives, menthol"
941,"Aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function; vanillin (4-hydroxy-3-methoxybenzaldehyde)"
942,"Acids; unsaturated acyclic monocarboxylic acids; oleic, linoleic or linolenic acids, their salts and esters"
943,"Acids; unsaturated acyclic monocarboxylic, cyclic monocarboxylic, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives, binapacryl (ISO)"
944,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), citric acid"
945,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), chlorobenzilate (ISO)"
946,"Amino-aldehydes, amino-ketones and amino-quinones; other than those containing more than one kind of oxygen function; salts thereof"
947,"Cyclic amides (including cyclic carbamates) and their derivatives, ureines and their derivatives; salts thereof"
948,"Organo-sulphur compounds,  thiocarbamates and dithiocarbamates"
949,"Organo-sulphur compounds,  captafol (ISO) and methamidophos (ISO)"
950,"Heterocyclic compounds; with oxygen hetero-atom(s) only, (other than lactones or compounds containing an unfused furan ring (whether or not hydrogenated) in the structure), n.e.s. in item no. 2932.9"
951,"Heterocyclic compounds; containing an unfused pyrazole ring (whether or not hydrogenated) in the structure, other than those of item no. 2933.11"
952,"Heterocyclic compounds; containing an unfused pyridine ring (whether or not hydrogenated) in the structure, other than pyridine and its salts"
953,"Heterocyclic compounds; containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring in the structure, nucleic acids and their salts, excluding malonylurea"
954,"Heterocyclic compounds; containing an unfused triazine ring (whether or not hydrogenated) in the structure, others excluding melamine"
955,"Heterocyclic compounds; containing a benzothiazole ring-system (whether or not hydrogenated), not further fused"
956,"Fertilizers, animal or vegetable; whether or not mixed together or chemically treated; fertilizers, produced by the mixing or chemical treatment of animal or vegetable products"
957,"Fertilizers, mineral or chemical; nitrogenous, urea, whether or not in aqueous solution"
958,"Fertilizers, mineral or chemical; nitrogenous, ammonium sulphate"
959,"Fertilizers, mineral or chemical; nitrogenous, other than ammonium sulphate"
960,"Fertilizers, mineral or chemical; nitrogenous, ammonium nitrate, whether or not in aqueous solution"
961,"Fertilizers, mineral or chemical; ammonium nitrate with calcium carbonate or other inorganic non-fertilizing substances, mixtures thereof"
962,"Fertilizers, mineral or chemical; nitrogenous, sodium nitrate"
963,"Fertilizers, mineral or chemical; nitrogenous, double salts and mixtures of calcium nitrate and ammonium nitrate"
964,"Fertilizers, mineral or chemical; nitrogenous, mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution"
965,"Fertilizers, mineral or chemical; nitrogenous, other kinds including mixtures not specified in the foregoing subheadings"
966,"Fertilizers, mineral or chemical; phosphatic, superphosphates"
967,"Fertilizers, mineral or chemical; phosphatic, basic slag"
968,"Fertilizers, mineral or chemical; phosphatic, n.e.s. in heading no. 3103"
969,"Fertilizers, mineral or chemical; potassic, potassium chloride"
970,"Fertilizers, mineral or chemical; potassic, potassium sulphate"
971,"Fertilizers, mineral or chemical; potassic, n.e.s. in heading no. 3104"
972,"Fertilizers, mineral or chemical; in tablets or similar forms or in packages of a gross weight not exceeding 10kg"
973,"Fertilizers, mineral or chemical; containing the three fertilizing elements nitrogen, phosphorus and potassium"
974,"Fertilizers, mineral or chemical; diammonium hydrogenorthophosphate (diammonium phosphate)"
975,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)"
976,"Fertilizers, mineral or chemical; containing nitrates and phosphates"
977,"Fertilizers, mineral or chemical; containing the two fertilizing elements nitrogen and phosphorus, other than nitrates and phosphates"
978,"Fertilizers, mineral or chemical; containing the two fertilizing elements phosphorus and potassium"
979,"Fertilizers, mineral or chemical; n.e.s. in heading no. 3105"
980,"Oils, essential; of orange (terpeneless or not), including concretes and absolutes"
981,"Oils, essential; of lemon (terpeneless or not), including concretes and absolutes"
982,"Oils, essential; of citrus fruits n.e.s. in heading no. 3301 (terpeneless or not), including concretes and absolutes"
983,"Oils, essential; of peppermint (mentha piperita), terpeneless or not, including concretes and absolutes"
984,"Oils, essential; of mints (excluding peppermint), terpeneless or not, including concretes and absolutes"
985,"Oils, essential; n.e.s. in heading no. 3301 (terpeneless or not), including concretes and absolutes"
986,Resinoids
987,"Oils, essential; concentrates in fats, fixed oils, waxes and the like, terpenic by-products, aqueous distillates and solutions"
988,Casein
989,"Caseinates and other casein derivatives,  casein glues"
990,"Albumins,  egg albumin"
991,"Albumins; egg albumin, dried"
992,"Albumins; egg albumin, not dried"
993,"Albumins; milk albumin, including concentrates of two or more whey proteins"
994,"Gelatin (including gelatin in rectangular sheets, whether or not surface-worked or coloured) and gelatin derivatives; isinglass; other glues of animal origin, excluding casein glues of heading no. 3501"
995,"Peptones and their derivatives; other protein substances and their derivatives n.e.s. or included, hide powder, whether or not chromed"
996,Dextrins and other modified starches
997,"Enzymes,  rennet and concentrates thereof"
998,"Insecticides,  put up in forms or packings for retail sale or as preparations or articles"
999,"Fungicides,  put up in forms or packings for retail sale or as preparations or articles"
1000,"Herbicides, anti-sprouting products and plant-growth regulators; put up in forms or packings for retail sale or as preparations or articles"
1001,"Insecticides, rodenticides, fungicides, disinfectants, herbicides and the like; containing one or more substances specified in Subheading Note 1 to this Chapter; put up in forms or packings for retail sale or as preparations or articles"
1002,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale"
1003,"Industrial monocarboxylic fatty acids, acid oils from refining; tall oil fatty acids"
1004,"Sorbitol,  other than that of subheading no. 2905.44"
1005,"Biodiesel and mixtures thereof,  not containing or containing less than 70% by weight of petroleum oils or oils obtained from bituminous minerals"
1006,"Rubber; natural rubber latex, whether or not pre-vulcanised, in primary forms or in plates, sheets or strip"
1007,"Rubber; natural (excluding latex), in smoked sheets"
1008,"Rubber; technically specified natural rubber (TSNR), in primary forms or in plates, sheets or strip (excluding latex and smoked sheets)"
1009,"Rubber; natural (excluding latex, technically specified natural rubber and smoked sheets), in primary forms or in plates, sheets or strip"
1010,"Balata, gutta-percha, guayule, chicle and similar natural gums; in primary forms or in plates, sheets or strip"
1011,"Hides and skins; raw, whole, of bovine or equine animals, of a weight per skin not exceeding 8kg when simply dried, 10kg when dry-salted or 14kg when fresh, wet-salted or otherwise preserved"
1012,"Hides and skins; raw, whole, of bovine or equine animals, of a weight per skin exceeding 16 kg"
1013,"Hides and skins; (not whole), but including butts, bends and bellies, of bovine (incl. buffalo) and equine animals, fresh, salted or preserved, but not tanned, parchment dressed or further prepared, whether or not dehaired or split"
1014,"Skins; raw, of sheep or lambs, fresh, or salted, dried, limed, pickled or otherwise preserved, (but not tanned, parchment-dressed or further prepared), with wool on"
1015,"Skins; raw, of sheep or lambs, pickled (but not tanned, parchment-dressed or further preserved), without wool on"
1016,"Skins; raw, of sheep or lambs, fresh or salted, dried, limed or otherwise preserved other than by pickling, (but not tanned, parchment-dressed or further preserved), without wool on"
1017,"Hides and skins; raw, of swine, (fresh or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not dehaired or split"
1018,"Hides and skins; raw, of animals n.e.s. in this chapter, fresh, salted, dried, limed, pickled or otherwise preserved, (but not tanned, parchment-dressed or further prepared), whether or not dehaired or split (not furskins)"
1019,"Tanned or crust hides and skins; without hair on, bovine or equine, in the wet state (including wet blue), full grains, unsplit; grain splits"
1020,"Tanned or crust hides and skins; bovine or equine, without hair on, in the wet state (including wet blue),excluding full grains, unsplit; grain splits"
1021,"Tanned or crust hides and skins; bovine or equine, without hair on, in the dry state (crust), full grains, unsplit; grain splits"
1022,"Tanned or crust hides and skins; bovine or equine, without hair on, in the dry state (crust), (other than full grains, unsplit; grain splits)"
1023,"Tanned or crust skins of sheep and lambs, without wool on, whether or not split, but not further prepared, in the wet state ( including wet blue)"
1024,"Tanned or crust skins; of sheep or lambs, without wool on, whether or not split, but not further prepared, in the dry state (crust)"
1025,"Tanned or crust hides and skins; of goats or kids, without hair on, whether or not split, but not further prepared, in the wet state (including wet blue)"
1026,"Tanned or crust hides and skins; of goats or kids, without hair on, whether or not split, but not further prepared, in the dry state (crust)"
1027,"Tanned or crust hides and skins; of swine, without hair on, whether or not split, but not further prepared, in the wet state (including wet blue)"
1028,"Tanned or crust hides and skins; of swine, without hair on, whether or not split, but not further prepared, in the dry state (crust)"
1029,"Tanned or crust hides and skins; of animals other than equine, ovine, bovine, goats or kids, swine and reptiles, without wool or hair on, whether or not split, but not further prepared, in the wet state (including wet blue)"
1030,"Leather; further prepared after tanning or crusting, including parchment-dressed, of bovine (including buffalo) or equine animals, without hair on, split or not, other than leather of heading 41.14, (other than grain splits and full grains, unsplit)"
1031,"Furskins; raw, of mink, whole, with or without head, tail or paws"
1032,"Furskins; raw, of Astrakhan, Broadtail, Caracul, Persian and similar lamb, Indian, Chinese, Mongolian or Tibetan lamb, whole, with or without head, tail or paws"
1033,"Furskins; raw, of fox, whole, with or without head, tail or paws"
1034,"Furskins; raw, of animals n.e.s. in heading no. 4301, whole, with or without head, tail or paws (excluding goods of heading no. 4101, 4102 and 4103)"
1035,"Furskins; raw, heads, tails, paws and other pieces or cuttings, suitable for furrier's use, excluding goods of heading no. 4101, 4102 and 4103"
1036,"Furskins; tanned or dressed, of mink, whole, with or without head, tail or paws, not assembled"
1037,"Furskins; tanned or dressed, whole, with or without head, tail or paws, not assembled, n.e.s. in heading no. 4302, excluding goods or heading no. 4303"
1038,"Furskins; tanned or dressed, heads, tails, paws and other pieces or cuttings, not assembled, excluding goods of heading no. 4303"
1039,"Furskins; tanned or dressed, whole skins and pieces or cuttings thereof, assembled, excluding goods of heading no. 4303"
1040,"Furskin articles,  other than apparel and clothing accessories"
1041,"Wood; in chips or particles, coniferous"
1042,"Wood; in chips or particles, non-coniferous"
1043,"Wood; sawdust, waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms"
1044,"Wood; for fuel, sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms; wood pellets"
1045,"Wood; charcoal (including shell or nut charcoal), whether or not agglomerated"
1046,"Wood; in the rough, whether or not stripped of bark or sapwood, or roughly squared; treated with paint, stains, creosote or other preservatives"
1047,"Wood; coniferous, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated"
1048,"Wood; dark red meranti, light red meranti, meranti bakau; in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated"
1049,"Wood, tropical; (as specified in subheading note 1, chapter 44, customs tariff), n.e.s. in item no. 4403.41, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated"
1050,"Wood; oak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated"
1051,"Wood; beech, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated"
1052,"Wood; in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, n.e.s. in heading no. 4403"
1053,"Wood; coniferous, split poles, piles, pickets, stakes, pointed but not sawn lengthwise; sticks for umbrellas, tool handles etc, roughly trimmed but not turned or bent; chipwood etc, hoopwood"
1054,"Wood; non-coniferous, split poles, piles, pickets, stakes, pointed but not sawn lengthwise; sticks for umbrellas, tool handles etc, roughly trimmed but not turned or bent; chipwood etc, hoopwood"
1055,"Wood, coniferous; sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, of a thickness exceeding 6mm"
1056,"Wood; meranti, lauan, seraya, alan, keruing, ramin, kapur, jelutong, teak, jongkong, merbau, kempas; sawn or chipped lengthwise, sliced or peeled, thicker than 6mm"
1057,"Wood; okoume, obeche, sapelli, sipo, acajou d'afrique, makore, iroko, tiama, mansonia, ilomba, dibetou, limba, azobe; sawn or chipped lengthwise, sliced or peeled, thicker than 6mm"
1058,"Wood, tropical; dark red meranti, light red meranti and meranti bakau, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, thicker than 6mm"
1059,"Wood, tropical; white lauan, white meranti, white seraya, yellow meranti and alan, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, thicker than 6mm"
1060,"Wood, tropical; sapelli, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm"
1061,"Wood, tropical; iroko, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm"
1062,"Wood, tropical; (as specified in subheading note 1, chapter 44, customs tariff), n.e.s. in item no. 4407.2, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, thicker than 6mm"
1063,"Wood; oak, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, thicker than 6mm"
1064,"Wood; beech, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, thicker than 6mm"
1065,"Wood; maple (Acer spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm"
1066,"Wood; cherry (Prunus spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm"
1067,"Wood; ash (Fraxinus spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm"
1068,"Wood; sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, thicker than 6mm, n.e.s. in heading no. 4407"
1069,"Wood; n.e.s. in heading no. 4408, sheets for veneer or plywood, other wood sawn lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, not thicker than 6mm"
1070,"Wood; coniferous (including unassembled strips and friezes for parquet flooring), continuously shaped along any edge or face, whether or not planed, sanded or finger-jointed"
1071,"Wood; bamboo (including unassembled strips and friezes for parquet flooring), continuously shaped along any edges, ends or faces, whether or not planed, sanded or end-jointed"
1072,"Wood; non-coniferous other than bamboo (including unassembled strips and friezes for parquet flooring), continuously shaped along any edges, ends or faces, whether or not planed, sanded or end-jointed"
1073,"Wood; particle board and similar board of wood, whether or not agglomerated with resins or other organic binding substances, waferboard, including oriented strand board"
1074,"Oriented strand board (OSB) of wood, whether or not agglomerated with resins or other organic binding substances"
1075,"Wood; particle board and similar board of wood, whether or not agglomerated with resins or other organic binding substances, not waferboard or oriented strand board"
1076,"Particle board and similar board; of ligneous materials other than wood, whether or not agglomerated with resins or other organic binding substances"
1077,"Medium density fibreboard (MDF), of a thickness not exceeding 5 mm"
1078,"Medium density fibreboard (MDF), of a thickness exceeding 5 mm but not exceeding 9 mm"
1079,"Medium density fibreboard (MDF), of a thickness exceeding 9 mm"
1080,"Fibreboard (other than MDF) of a density exceeding 0.8g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances"
1081,"Fibreboard (other than MDF) of a density exceeding 0.5g/cm3 but not 0.8g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances"
1082,"Fibreboard (other than MDF) of a density not exceeding 0.5g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances"
1083,"Plywood, veneered panels and similar laminated wood; of bamboo"
1084,"Plywood; consisting only of sheets of wood (not bamboo), each ply 6mm or thinner, with at least one outer ply of tropical wood, (as specified in subheading note 1, chapter 44, customs tariff)"
1085,"Plywood; consisting only of sheets of wood (not bamboo), each ply 6mm or thinner, with at least one outer ply of non-coniferous wood, (without an outer ply of tropical wood as specified in subheading note 1, chapter 44, customs tariff)"
1086,"Plywood; consisting only of sheets of wood (not bamboo), each ply 6mm or thinner, not containing an outer ply of non-coniferous or tropical wood (as specified in subheading note 1, chapter 44, customs tariff)"
1087,"Wood; densified wood, in blocks, plates, strips or profile shapes"
1088,"Cork; natural cork, raw or simply prepared"
1089,"Cork; natural cork, debacked or roughly squared, or in rectangular (including square) blocks, plates, sheets or strip, (including sharp-edged blanks for corks or stoppers)"
1090,"Cork,  articles of natural cork other than corks and stoppers"
1091,"Cork; blocks, plates, sheets and strip, tiles of any shape, solid cylinders (including discs), of agglomerated cork (with or without a binding substance)"
1092,"Cork; articles of agglomerated cork (with or without a binding substance), n.e.s. in heading no. 4504"
1093,"Wood pulp,  mechanical wood pulp"
1094,"Wood pulp; chemical wood pulp, dissolving grades"
1095,"Wood pulp; chemical wood pulp, soda or sulphate, (other than dissolving grades), unbleached, of coniferous wood"
1096,"Wood pulp; chemical wood pulp, soda or sulphate, (other than dissolving grades), unbleached, of non-coniferous wood"
1097,"Wood pulp; chemical wood pulp, soda or sulphate, (other than dissolving grades), semi-bleached or bleached, of coniferous wood"
1098,"Wood pulp; chemical wood pulp, soda or sulphate, (other than dissolving grades), semi-bleached or bleached, of non-coniferous wood"
1099,"Wood pulp; chemical wood pulp, sulphite, (other than dissolving grades), unbleached, of coniferous wood"
1100,"Wood pulp; chemical wood pulp, sulphite, (other than dissolving grades), unbleached, of non-coniferous wood"
1101,"Wood pulp; chemical wood pulp, sulphite, (other than dissolving grades), semi-bleached or bleached, of coniferous wood"
1102,"Wood pulp; chemical wood pulp, sulphite, (other than dissolving grades), semi-bleached or bleached, of non-coniferous wood"
1103,"Wood pulp,  semi-chemical"
1104,"Pulp,  of fibres derived from recovered (waste and scrap) paper or paperboard"
1105,"Pulp,  of bamboo"
1106,"Pulp; of fibrous cellulosic material (other than wood or cotton linters pulp), mechanical"
1107,"Pulp; of fibrous cellulosic material (other than wood or cotton linters pulp), semi-chemical"
1108,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard"
1109,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of bleached chemical pulp, not coloured in the mass"
1110,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)"
1111,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap"
1112,"Newsprint,  in rolls or sheets"
1113,"Paper and paperboard; uncoated, containing 0% to 10% by weight mechanical or chemi-mechanical process fibres, weighing more than 150g/m2, strips or rolls over 15cm wide or sheets one side over 36cm, other side over 15cm, unfolded, strips, rolls or sheets"
1114,"Kraft paper and paperboard; kraftliner, uncoated, unbleached, in rolls or sheets, other than that of heading no. 4802 or 4803"
1115,"Kraft paper and paperboard; kraftliner, uncoated, bleached, in rolls or sheets, other than that of heading no. 4802 or 4803"
1116,"Kraft paper and paperboard; sack kraft paper, uncoated, unbleached, in rolls or sheets, other than that of heading no. 4802 or 4803"
1117,"Kraft paper and paperboard; sack kraft paper, uncoated, bleached, in rolls or sheets, other than that of heading no. 4802 or 4803"
1118,"Kraft paper and paperboard; uncoated, unbleached, weight 150g/m2 or less, in rolls or sheets, other than that of heading no. 4802 or 4803"
1119,"Kraft paper and paperboard; uncoated, bleached, weight 150g/m2 or less, in rolls or sheets, other than that of heading no. 4802 or 4803"
1120,"Kraft paper and paperboard; uncoated, unbleached, weight more than 150g/m2 but less than 225g/m2, in rolls or sheets, other than that of heading no. 4802 or 4803"
1121,"Kraft paper and paperboard; uncoated, weight between 150 and 225g/m2, bleached uniformly throughout, more than 95% of total fibre content consists of chemically processed wood fibres, in rolls or sheets"
1122,"Kraft paper and paperboard; uncoated, weight more than 150g/m2 but less than 225g/m2, in rolls or sheets, n.e.s. in item no. 4804.4, other than that of heading no. 4802 or 4803"
1123,"Kraft paper and paperboard; uncoated, unbleached, weight 225g/m2 or more, in rolls or sheets, other than that of heading no. 4802 or 4803"
1124,"Kraft paper and paperboard; uncoated, weight 225g/m2 or more, bleached uniformly throughout, more than 95% of total fibre content consists of chemically processed wood fibres, in rolls or sheets"
1125,"Kraft paper and paperboard; uncoated, weight 225g/m2 or more, in rolls or sheets, n.e.s. in item no. 4804.5, other than that of heading no. 4802 or 4803"
1126,"Paper and paperboard; uncoated, weight 150g/m2 or less, in rolls or sheets, n.e.c. in heading no.4805"
1127,"Paper and paperboard; uncoated, weight more than 150g/m2 but less than 225 g/m2, in rolls or sheets, n.e.c. in heading no. 4805"
1128,"Paper and paperboard; uncoated, weight 225/m2 or more, in rolls or sheets, n.e.c. in heading no. 4805"
1129,"Paper and paperboard; composite (made by sticking layers together with an adhesive), not surface-coated or impregnated, whether or not internally reinforced, in rolls or sheets"
1130,"Paper; copying and transfer paper (including coated or impregnated paper for duplicator stencils or offset plates), whether or not printed, in rolls exceeding 36cm wide or rectangular sheets with a side exceeding 36cm"
1131,"Paper and paperboard; coated with kaolin or other inorganic substances, for printing & writing, graphics, containing no, or not more than 10% by weight of total fibres obtained by mechanical or chemi-mechanical process,  in rolls"
1132,"Paper and paperboard; coated with kaolin or other inorganic substances, for printing/writing/graphics, having 10% or less by weight of total fibres got mechanical/chemi-mechanical process,sheets,  sides 435mm or less by 297mm or less, unfolded,"
1133,"Paper and paperboard; coated with kaolin or other inorganic substances, for printing/writing/graphics, having 10% or less by weight of total fibres got by mechanical/chemi-mechanical process, sides exceeding 435mm and 297mm, unfolded, sheets"
1134,"Paper and paperboard; multi-ply, coated with kaolin or other inorganic substances only, for non-graphic purposes, n.e.c. in heading no. 4810, in rolls or sheets"
1135,"Paper and paperboard; tarred, bituminised or asphalted, in rolls or sheets, other than goods of heading no. 4803, 4809, 4810 or 4818"
